"Date","Type","Category","Subcategory","Vendor","Payment","Currency","Amount","Note","ID"
"26/08/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-147.0",,"12C2DE94-129B-474A-8E26-BDEDB3B49014"
"26/08/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-300.0",,"D807AFAD-222D-41B9-981B-9F4F59026AE1"
"26/08/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-113.0",,"F545AE06-58EE-438E-B14C-3CB889F0A367"
"27/08/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-104.0",,"7229F036-7B01-43AF-8791-911C750AE45B"
"27/08/2015","Rudík","Entertainment","Other","None","Debit Card","CZK","-17.0",,"6ABDD053-E2FB-4511-91C5-8BAF35EF9A02"
"27/08/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-14.0",,"01A5DAE2-CF0F-4050-B2CB-ACDD6730F53D"
"27/08/2015","Rudík","Personal","Gifts","None","Debit Card","CZK","-1899.0","Desingual","B79F8B43-29C1-4FE0-84CD-E1B46387289F"
"27/08/2015","Rudík","Personal","Gifts","None","Debit Card","CZK","-42.0","Flower","D026CF7C-31E0-43FE-9822-1626C0D42C40"
"28/08/2015","Rudík","Household","Healthcare","Sorriso","Debit Card","CZK","-450.0","Hygiene","F95F482F-7226-4886-A260-BDA7B6AAFBE4"
"28/08/2015","Rudík","Personal","Other","None","Debit Card","CZK","-4358.0","Bryle","74DA0051-5D89-4715-B664-7BF112A0DF12"
"28/08/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-95.0",,"D7257C7A-3929-48C9-9447-8CFAE1E52391"
"28/08/2015","Rudík","Household","Groceries","None","Debit Card","CZK","-184.0",,"C814F6F0-9E90-4478-AA8C-263D5E4BD24E"
"28/08/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-110.0",,"E4CA568D-29D6-4577-BADB-B746973A8305"
"30/08/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-62.0",,"1E07AD8F-989E-49BE-8F3A-6FBDC5CA6558"
"30/08/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-200.0",,"C8026612-235F-4726-A221-8491D47D77A6"
"30/08/2015","Rudík","Entertainment","Other","None","Debit Card","CZK","-50.0",,"E98625A2-3DCB-46BF-BEBC-F9ACA4D9E39D"
"30/08/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-61.0",,"099374B1-E3E6-41A5-9F08-1731B99F946E"
"30/08/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-34.0",,"52FC6FD4-F29C-49B4-A82C-6A8243AAB459"
"31/08/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-16.0",,"92131377-04C7-4DC7-A398-099EC7266D9E"
"31/08/2015","Rudík","Car","Repairs & Maintenance","None","Debit Card","CZK","-2790.0","Auto unger repas lpg","A51B4CBE-B323-43F7-AE55-E85CF600102A"
"31/08/2015","Rudík","Household","Maintenance & Repairs","Hornbach","Debit Card","CZK","-494.0","Lak + spony","8D9326A2-2159-4A93-9B20-509448527F44"
"01/09/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-76.0",,"89780A8C-0E8E-47D5-B58B-479D834337B6"
"01/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-13.0",,"53F893C1-3EEA-4518-AF7D-859330DF0A64"
"01/09/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-420.0",,"23F8B34E-FDB8-45B7-9D83-B0782352CEA4"
"02/09/2015","Rudík","Investments","Insurance","Aegon","Account Transfer","CZK","-1150.0",,"84E3F441-20CF-4A97-991C-5F6D3FB0FA94"
"03/09/2015","Rudík","Household","Groceries","None","Debit Card","CZK","-54.0",,"E29241A5-4517-48DA-BB2D-93C1A5E180F2"
"04/09/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-86.0",,"AED7B626-E687-4005-9F0F-67CB952E6C44"
"05/09/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-610.0",,"324FCDC9-F05E-41B5-8550-CE72C8FDDFA5"
"05/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-86.0",,"5E4B0EE5-E345-4BA9-B369-5DA80BDD0188"
"06/09/2015","Rudík","Household","Maintenance & Repairs","Hornbach","Debit Card","CZK","-230.0",,"5AC05B07-30C2-4002-BBFC-472F4E4848D9"
"06/09/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-100.0",,"0695B802-CA35-48E4-964A-EC8D903A8F83"
"07/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-48.0",,"6C92F5F7-F68D-4ACE-86C1-56F15C78BB24"
"07/09/2015","Rudík","Household","Maintenance & Repairs","StarColor","Debit Card","CZK","-270.0",,"EB8B3D85-CA7E-475C-B527-D3A92872E3A8"
"08/09/2015","Rudík","Household","Furniture & Equipments","ElectroWorld","Debit Card","CZK","-1893.0","Phillco digestor","B861B2D6-7733-46F2-9235-D7CE0234F4FD"
"08/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-24.0",,"7FE1FDE8-4219-4291-9131-324E6AD0626E"
"09/09/2015","Rudík","Car","Other","Auto Kelly","Debit Card","CZK","-236.0",,"5E209C71-CB64-4332-8596-B6C9FA49C493"
"09/09/2015","Rudík","Household","Maintenance & Repairs","None","Debit Card","CZK","-156.0",,"6E7BAF6E-D724-470A-89C1-264A33C28675"
"10/09/2015","Rudík","Income","Salary","None","Cash","CZK","930.0",,"5AD2D617-316D-4E24-B055-4185E6F39391"
"10/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-69.0",,"44DDD023-FEA2-484A-B81B-9FA07797C0E7"
"10/09/2015","Rudík","Entertainment","Culture","None","Cash","CZK","-260.0","Na mikrofon","5BA7895D-0609-40AC-B37D-C50026E59A51"
"11/09/2015","Rudík","Entertainment","Other","None","Cash","CZK","-30.0",,"087D5314-8D5E-4DC4-90CB-C6658805B2C5"
"11/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-115.0",,"B9E93213-FDB5-498E-A530-342704C2E45D"
"11/09/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-108.0",,"9FB8D4B8-4D64-48F1-953F-1D140099E000"
"11/09/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-201.0",,"BDF9A360-038B-48F6-BE1D-E03B90223555"
"12/09/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-800.0",,"64A07F36-6F4D-44B8-836C-A8BD26A5BB2E"
"12/09/2015","Rudík","Car","Fuel","None","Cash","CZK","-305.0",,"FF6369FB-73C0-482C-935A-50A3F0647F7B"
"12/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-30.0",,"F41C903D-1BCF-4FE3-8E0D-AF381E031C3D"
"12/09/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-500.0",,"05EB8205-913D-41AA-AD0C-7EE3A22AB926"
"13/09/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-260.0",,"6ABEA443-F9B9-45EE-8AB3-AFAE456C576A"
"13/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-46.0",,"98A2750D-FC63-4AB0-B846-2A51A65665A2"
"14/09/2015","Rudík","Income","Salary","None","Debit Card","CZK","49220.0",,"9C89C60B-4D0A-4682-B08A-612157D10844"
"14/09/2015","Rudík","Household","Groceries","Kaufland","Debit Card","CZK","-171.0",,"490E2AA9-4690-4164-B670-107E4BB811B4"
"14/09/2015","Rudík","Household","Furniture & Equipments","Kaufland","Debit Card","CZK","-100.0",,"45D71074-50AF-4628-9CFA-EF31459A429F"
"14/09/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-299.0","Slevomat","C6FBE98C-D029-4E3E-A910-106EEA1A57F8"
"15/09/2015","Rudík","Household","Mortgage","KB","Direct Debit","CZK","-7603.0",,"66F2D79B-C19A-4973-A181-7B24B6EB59FE"
"15/09/2015","Rudík","Income","Other","None","Account Transfer","CZK","3000.0",,"AEA4EE8C-7753-49EE-81A8-1CB98D54A2A2"
"15/09/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-380.0",,"EC3B7C4B-42E1-496E-9619-444DDDC176D2"
"15/09/2015","Rudík","Household","Other","None","Debit Card","CZK","-71.0",,"2F792504-A180-4D23-B084-DD14DB67EE14"
"15/09/2015","Rudík","Household","Electricity","Eon","Direct Debit","CZK","-550.0","Electricity","1A533195-353D-485A-A3AA-C37B6B3FDFE5"
"17/09/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-86.0",,"B515F1CB-2971-4FAA-9F70-E2CF9A4DD1F0"
"18/09/2015","Rudík","Investments","Investments","Conseq","Account Transfer","CZK","-3500.0",,"2D89A2D8-170D-499A-BE5E-A971C7AF5E65"
"18/09/2015","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","-4281.0",,"6760189B-CC1C-444C-A009-9CC91D558F53"
"18/09/2015","Rudík","Personal","Education","None","Debit Card","CZK","-3329.0","Bryle vol 2","E63B795C-72FF-4F00-9954-A29F1FD8D222"
"18/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-91.0",,"A454C97A-B216-4AF2-8BAE-C242F2C2D2F3"
"18/09/2015","Rudík","Personal","Other","None","Cash","CZK","-120.0",,"AB78D198-2D65-4908-B618-8B9F9C0B0C79"
"19/09/2015","Rudík","Car","Fuel","None","Cash","CZK","-290.0",,"D217A6D2-E065-41DC-899E-E180751B8E17"
"19/09/2015","Rudík","Entertainment","Books & Magazines","None","Debit Card","CZK","-546.0","Fotokniha poukaz","7A8E2ACF-18BF-4B83-B8D9-A00E7C714EE2"
"19/09/2015","Rudík","Personal","Gifts","None","Cash","CZK","-100.0",,"CE777EAD-0D8E-44BF-8799-E0DA04DE3DBB"
"19/09/2015","Rudík","Entertainment","Party & Pub","None","Cash","CZK","-100.0",,"955299D2-2C45-449F-B0BA-37B39E4A6334"
"21/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-121.62","EUR 4.50, rate: 27.02620000","EB3A9455-A35D-4F2A-B478-42577049862E"
"21/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-96.0",,"65531620-2B20-412A-91A8-95083B0E35C3"
"21/09/2015","Rudík","Vacation","Other","None","Debit Card","CZK","-1351.31","EUR 50.00, rate: 27.02620000","2842774A-548D-4E16-86A5-DA2996FFFBBF"
"22/09/2015","Rudík","Vacation","Other","None","Debit Card","CZK","-1083.66","EUR 40.00, rate: 27.09160000","1E6B989B-F76E-4B1E-8411-423A899DF683"
"25/09/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-460.0",,"AB444119-0AA4-4E1C-AB09-02AB76C6DDC0"
"26/09/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-120.0",,"0FC289A4-DFC9-4766-9B63-FAAD57B74181"
"26/09/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-70.0",,"865499D9-103D-417E-B0A9-061BE7B9F9D4"
"26/09/2015","Rudík","Car","Fees","None","Debit Card","CZK","-40.0",,"25BDA608-1856-4E6A-9437-7CBBA924B654"
"26/09/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-200.0",,"F945A838-F9AD-411B-B3C5-9387EBFAA41D"
"27/09/2015","Rudík","Entertainment","Apps & Games","None","Cash","CZK","-80.0",,"E6E32227-96CF-4026-B461-8206CB6BBCE8"
"27/09/2015","Rudík","Household","Groceries","None","Cash","CZK","-150.0",,"89066A67-2E18-4C87-8440-08CB6083B12F"
"27/09/2015","Rudík","Income","Other","None","Debit Card","CZK","-6000.0",,"02CEE4A7-8F28-40DA-996D-CCDE8FC30471"
"28/09/2015","Rudík","Car","Fuel","None","Debit Card","CZK","150.0",,"6F509746-C1E1-43F7-A7B3-521707FDF709"
"28/09/2015","Rudík","Personal","Fees","Vodafone","Direct Debit","CZK","-666.0",,"0619115C-A4A0-4A5F-92DA-94741448C27E"
"28/09/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-417.0",,"98A2D54F-7AF1-4A1F-B185-F6E2DFA725FF"
"30/09/2015","Rudík","Personal","Gifts","None","Debit Card","CZK","-50.0",,"00D4684C-DDE5-4144-A7A1-05B43E7AD558"
"01/10/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-194.0",,"DE880086-B17C-4281-BC85-3A5AFAD39A5D"
"01/10/2015","Rudík","Car","Repairs & Maintenance","None","Debit Card","CZK","-194.0","H7","A03BF67D-20B2-4F69-B8EA-1372FC37F522"
"01/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-30.0",,"939CEADA-F166-4E94-8304-6E6269571D6B"
"01/10/2015","Rudík","Entertainment","Party & Pub","None","Account Transfer","CZK","-650.0","Vina martin","4C8B6F03-4D2D-4064-8462-585C5553671F"
"02/10/2015","Rudík","Investments","Insurance","Aegon","Account Transfer","CZK","-1150.0",,"7BF28082-1B52-4259-944A-D8F57B3DCBFD"
"02/10/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-140.0",,"B7410615-D058-4419-8712-BDDB548E2356"
"02/10/2015","Rudík","Household","Maintenance & Repairs","Hornbach","Debit Card","CZK","-234.0",,"C75B3AA2-8199-4366-8BA6-9991978D1A0D"
"02/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-140.0",,"BC0DCAD1-F320-49D5-95E4-DE8C1E1C7166"
"02/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-90.0",,"04E46D4C-AFBB-46A7-A3B3-ECCF496AD19C"
"02/10/2015","Rudík","Entertainment","Culture","None","Debit Card","CZK","-240.0",,"54083B02-3B33-4A08-A37D-E61DC822843D"
"02/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-200.0",,"65C93D20-367C-475D-80A0-AE9F36A5D69A"
"03/10/2015","Rudík","Household","Furniture & Equipments","Hornbach","Debit Card","CZK","-349.0",,"9F0C8CC6-A8EE-4BC9-B3E6-498950639077"
"04/10/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-180.0",,"08B86F46-9497-48A5-9882-2E8E7ABB48AA"
"05/10/2015","Rudík","Household","Furniture & Equipments","Ikea","Debit Card","CZK","-1248.0",,"48D85354-0D77-4F1C-A451-645A1E24DD9E"
"05/10/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-180.0",,"4C2154F7-A260-46A6-A5B1-10A43586BEF3"
"05/10/2015","Rudík","Household","Furniture & Equipments","Hornbach","Debit Card","CZK","-290.0",,"E8A87109-F180-49CC-BDD0-99F4D8A2EF18"
"07/10/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-434.0",,"E4B27119-2E4B-488D-8F61-C7CAB985C7AE"
"07/10/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-196.0",,"E0406F39-1B47-485B-89D3-CAB1173F85F1"
"07/10/2015","Rudík","Electronics","Other","None","Debit Card","CZK","-3618.0","Hilici strojek","B2C54331-739F-4DD3-B0E8-B4C51C905E28"
"07/10/2015","Rudík","Household","Groceries","None","Debit Card","CZK","0.0",,"A7D23861-EC28-41A9-AFCA-A0B05160043D"
"08/10/2015","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","-641.0","Led","9910934C-0A37-4E3D-B163-10412F7DD175"
"09/10/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-88.0",,"579452A7-932E-4DE8-B351-14AD0A8580AD"
"09/10/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-100.0",,"4DED544B-46EA-46E4-A53E-2E44C11F02FF"
"09/10/2015","Rudík","Personal","Gifts","None","Debit Card","CZK","-35.0",,"0B8CC9E6-6124-4B7A-A5AA-690D86CE5A13"
"09/10/2015","Rudík","Household","Other","None","Debit Card","CZK","-130.0","Oil","DA5525CE-DA4F-4E86-ACA0-135E9619CCA9"
"11/10/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-353.0",,"FA5286EB-C23C-42F9-83F9-7031B4EC8957"
"12/10/2015","Rudík","Vacation","Other","None","Debit Card","CZK","2323.0","Doety hc","F9D31EA4-5698-429F-981E-36CA31B60B82"
"12/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-75.0",,"19343FF2-D9EF-469F-8813-26ADCD59BF5F"
"13/10/2015","Rudík","Income","Other","None","Debit Card","CZK","3000.0",,"AF9C62D0-3839-4BBC-93C2-3A30F811F7BF"
"13/10/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-104.0",,"F70F9AFD-E5B1-46C2-8AAB-CC253B84A202"
"13/10/2015","Rudík","Personal","Gifts","None","Debit Card","CZK","-154.0",,"AC3E998A-3762-4CE6-8EF7-62B1B6FD7A94"
"13/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-44.0",,"B8D49F69-5B62-469A-A76D-8187E2CD3998"
"14/10/2015","Rudík","Income","Salary","None","Debit Card","CZK","49299.0",,"AB17BC7A-7B9B-4C04-BDA2-6C37033EAF78"
"14/10/2015","Rudík","Car","Repairs & Maintenance","None","Cash","CZK","-2120.0","Olej","90FB54A1-8CB8-4966-A01E-1B96D4D7B3AA"
"15/10/2015","Rudík","Household","Mortgage","KB","Direct Debit","CZK","-7603.0",,"30058BFC-857B-43CE-89D6-C8E14EFBC069"
"15/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-560.0",,"A38F0BA1-6FF7-4E15-9B34-697A342E5809"
"15/10/2015","Rudík","Household","Electricity","Eon","Direct Debit","CZK","-550.0","Electricity","3D99A19A-5F21-440D-BC21-E17CB0DF4B3B"
"16/10/2015","Rudík","Income","Salary","None","Debit Card","CZK","350.0",,"E44BCA79-7A63-42AB-90D5-B38D448C8F5A"
"16/10/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-300.0",,"5A3B1276-96ED-414A-AAA5-1E60C6775A94"
"16/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-400.0",,"9FA655FA-8D3B-464E-A6A1-217F0D73F8A2"
"16/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-100.0",,"E4E578C7-E910-4CDC-8684-F5A7A5DD8D33"
"18/10/2015","Rudík","Investments","Investments","Conseq","Account Transfer","CZK","-3500.0",,"2DD45586-F808-4F91-80B9-3DA4A2451595"
"18/10/2015","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","-4281.0",,"1BA36F27-78A3-4B1E-A901-B21BCBE165AA"
"18/10/2015","Rudík","Entertainment","Apps & Games","None","Debit Card","CZK","-676.55","Itunes match
EUR 24.99, rate: 27.07300000","F8956516-B874-4971-AC11-A3397EBF499D"
"18/10/2015","Rudík","Entertainment","Party & Pub","None","Cash","CZK","-570.0",,"4F0C7924-64E6-47D2-9BA8-C95B35BF5B84"
"18/10/2015","Rudík","Car","Fees","None","Debit Card","CZK","-50.0",,"25E7BA8D-7905-4860-BB66-B009A5AE6436"
"19/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-103.0",,"8E2CBA37-EA8F-419F-9B51-8739B6118AF5"
"19/10/2015","Rudík","Electronics","Other","None","Debit Card","CZK","-76.0",,"5212E545-9E1F-4C02-9DB3-1FA2A0B31D40"
"19/10/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-283.0",,"0AD2A082-2447-47A4-8F75-33D03CCCA6BD"
"20/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-28.0",,"F1F7371B-7BE7-44AF-9890-077D97961F2B"
"23/10/2015","Rudík","Sport","Fees","None","Debit Card","CZK","-210.0",,"FEEE3140-DF3C-40E8-9E8F-23D55095C968"
"24/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-537.0",,"9763DB05-F763-4002-A30E-5ACA91B59982"
"24/10/2015","Rudík","Personal","Gifts","None","Cash","CZK","-500.0","Nada","8065B6EF-D60F-497B-9C46-1DCF78CC8B02"
"25/10/2015","Rudík","Fashion","Clothes","None","Debit Card","CZK","-299.0",,"3AE986DD-3BC7-4083-8F6D-31FAAC29B64D"
"25/10/2015","Rudík","Fashion","Clothes","Gate","Debit Card","CZK","-698.0",,"7B047072-22A4-441B-82EA-AACDC2B6DF69"
"25/10/2015","Rudík","Fashion","Clothes","Sportisimo","Debit Card","CZK","-3455.0",,"38A81254-4FFB-4F9B-9CCB-3713CD8CC190"
"26/10/2015","Rudík","Personal","Fees","Vodafone","Direct Debit","CZK","-616.0",,"A7384E7C-BF70-40E0-B33D-819F0E6738CE"
"27/10/2015","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","-263.0",,"AD6E052A-88FB-4CDB-AF1E-13198499F8D9"
"27/10/2015","Rudík","Entertainment","Culture","None","Debit Card","CZK","-300.0",,"896DF792-792E-4595-A268-C256498D7F34"
"27/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-50.0",,"95ADD23C-3489-4AD9-9DFB-70AF9E3C14EC"
"28/10/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-420.0",,"FE8A4C1A-F1A7-4B09-85A2-BD4F43F70CF1"
"28/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-30.0",,"66203E9C-4BD3-4B3C-BEDA-830CB19CE198"
"28/10/2015","Rudík","Household","Healthcare","None","Debit Card","CZK","-325.0",,"2B49030C-121D-41ED-97DD-9A2003EAE55D"
"28/10/2015","Rudík","Meals","Work lunch","None","Debit Card","CZK","-260.0",,"3463EB48-F310-4FD9-92F0-B984B84E4803"
"28/10/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-340.0",,"ABC74AA9-8F64-4530-A409-82D7039F6B73"
"29/10/2015","Rudík","Entertainment","Culture","None","Debit Card","CZK","-120.0",,"BAA32FF4-A141-4B59-ACED-E587739A95BE"
"29/10/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-148.0",,"3739A61F-D7F4-42A4-8D76-36451E36E391"
"29/10/2015","Rudík","Entertainment","Culture","None","Debit Card","CZK","-110.0",,"AA3BBAE4-943E-4249-AC5F-BDFEB4E0BAA4"
"29/10/2015","Rudík","Entertainment","Books & Magazines","None","Debit Card","CZK","-200.0",,"1CE651C0-283F-48D2-A9F8-771C9966838F"
"29/10/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-600.0",,"B65539DC-5A5A-4238-8607-742FDB2A342C"
"30/10/2015","Rudík","Vacation","Accommodation","None","Debit Card","CZK","-2200.0",,"AD882658-89A4-482B-B388-EFE78F0BBE5E"
"30/10/2015","Rudík","Household","Groceries","None","Debit Card","CZK","-200.0",,"AEFA6FF4-7FA8-43AF-81F4-F510F5DD3315"
"30/10/2015","Rudík","Vacation","Accommodation","None","Debit Card","CZK","1200.0",,"02DAB344-F3FD-494A-9404-EB5491D4082C"
"30/10/2015","Rudík","Personal","Transportation","None","Debit Card","CZK","-60.0",,"68050B32-B4E5-4078-99FE-BA7DF8B64F30"
"31/10/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-380.0",,"BA989C6C-8882-44D6-8662-52CFF640A49E"
"31/10/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-360.0",,"744AFADC-9091-43F7-8459-47970A049AE5"
"01/11/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-376.43","EUR 13.90, rate: 27.08160000","CEAC5F3F-D9AE-47B3-91A9-DF383397B63E"
"01/11/2015","Rudík","Vacation","Other","None","Debit Card","CZK","-4975.0","EUR 180.00, rate: 27.08160000
Bankomat","44C4229E-99F1-4CC2-B5B3-D878E2633DF7"
"02/11/2015","Rudík","Investments","Insurance","Aegon","Account Transfer","CZK","-1150.0",,"A48EFEE1-7360-4C23-ACE1-5C0452B1F2D0"
"03/11/2015","Rudík","Vacation","Food","None","Debit Card","CZK","-535.58","EUR 19.78, rate: 27.07700000","8F9E8C78-476D-41C1-ABE1-9F48F3727FA4"
"03/11/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-378.68","EUR 14.00, rate: 27.04840000","B17D94A8-967B-4B6D-AB42-C9D7309FEA48"
"09/11/2015","Rudík","Fashion","Clothes","None","Debit Card","CZK","-909.0","EUR 33.00, rate: 27.03750000
Seimming trunks","5F2A4CAE-A28F-4596-9E1B-205219F34660"
"11/11/2015","Rudík","Vacation","Other","None","Debit Card","CZK","-2434.36","EUR 90.00, rate: 27.04840000","9BFCDEC3-5C46-4F94-AABA-88470BCF027C"
"12/11/2015","Rudík","Income","Other","None","Account Transfer","CZK","3000.0",,"F940ED9A-F87F-46EF-AF53-A17D4E852F07"
"13/11/2015","Rudík","Income","Salary","None","Account Transfer","CZK","49629.0",,"437D90B0-4790-4E44-A1E7-6514F7492404"
"14/11/2015","Rudík","Car","Fees","None","Debit Card","CZK","-64.0",,"D641A6B9-34E9-4B08-BB14-9D2251F0065D"
"15/11/2015","Rudík","Household","Mortgage","KB","Direct Debit","CZK","-7603.0",,"4EBEB39A-5764-448D-89C0-40E2F78EE162"
"15/11/2015","Rudík","Household","Furniture & Equipments","None","Debit Card","CZK","-494.5","Aliexpress","0AEFD0B9-8932-472A-91EC-77D553701052"
"15/11/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-313.0",,"FB229EF4-8A6C-4A02-AEB7-01B841E26381"
"15/11/2015","Rudík","Vacation","Other","None","Debit Card","CZK","-1653.0","EUR 60.00, rate: 27.04840000","49C26D2C-25EC-4D71-A7DC-B6A35F9AECEC"
"15/11/2015","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","5000.0","Katka","12E9D150-1004-45B2-ACB9-996D10D953F9"
"15/11/2015","Rudík","Household","Electricity","Eon","Direct Debit","CZK","-550.0","Electricity","1DC5A94A-1414-4051-B644-2B33B052A7DE"
"18/11/2015","Rudík","Investments","Investments","Conseq","Account Transfer","CZK","-3500.0",,"6C62E4EB-D3B3-49E3-8147-75EC226299C8"
"18/11/2015","Rudík","Household","Services & Other fees","None","Account Transfer","CZK","-4281.0",,"CE39F220-DDB9-4588-AA9D-238805FB4F1D"
"20/11/2015","Rudík","Meals","Snack","None","Debit Card","CZK","-36.0",,"61C1F1D7-038D-4612-8B09-0255443B194A"
"21/11/2015","Rudík","Car","Fuel","None","Debit Card","CZK","-340.0",,"B75A38F1-1D44-4371-953F-5971DD2D5002"
"21/11/2015","Rudík","Entertainment","Culture","None","Debit Card","CZK","-200.0","Korn","BE612BAD-4EA5-4920-A2E5-EFD4E91C4925"
"21/11/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-280.0",,"89E5DD8E-83E6-4BC8-8093-37F9E24629D7"
"21/11/2015","Rudík","Entertainment","Party & Pub","None","Debit Card","CZK","-250.0",,"4A254680-A45A-41CF-83A0-27A8DA30CDC2"
"22/11/2015","Rudík","Meals","Restaurant","None","Debit Card","CZK","-130.0",,"A47A19CF-18BD-478F-81D2-FDF2BBB1EEF9"
"22/11/2015","Rudík","Fashion","Clothes","None","Debit Card","CZK","-159.0","Vlizky","011B4287-B67D-45DE-B624-62ED1DF7476A"
"22/11/2015","Rudík","Household","Groceries","Tesco","Debit Card","CZK","-335.0",,"A26F7090-2E89-46F8-B94B-22FF36A09046"
"23/11/2015","Rudík","Entertainment","Party & Pub","None","Cash","CZK","-1492.0","Maneo.cz","099856C9-8E64-4F01-8BBF-1020A2933108"
"23/11/2015","Rudík","Household","Groceries","Albert","Debit Card","CZK","-159.0",,"20716A03-20CF-4F98-92B0-B1D037872DDC"
"23/11/2015","Rudík","Income","Salary","None","Cash","CZK","210.0",,"6EB34CD3-FEEA-4B27-BFCF-BF904C53A572"
"23/11/2015","Rudík","Household","Insurance","CSOB","Account Transfer","CZK","-2362.0","Csob domov","32256EDA-D984-40D9-A28B-3148D1F3E4AA"
"24/11/2015","Rudík","Car","Fees","None","Debit Card","CZK","-1000.0","Pneu change","95AB005F-F746-45D2-8411-D21E37C751D7"
