"Date","Type","Category","Subcategory","Vendor","Payment","Currency","Amount","Note","ID"
"28/02/2018","Kátik","Investments","Insurance",,"Cash","CZK","-10375.0","Spoření, pojištění atd za mě a Viky",
"28/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-490.0",,
"28/02/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-68.0",,
"28/02/2018","Kátik","Baby","Care & Medicine",,"Cash","CZK","-900.0","Náušnice",
"25/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-98.0",,
"24/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-130.0",,
"23/02/2018","Kátik","Wellness","Wellness",,"Cash","CZK","-600.0","Rehabilitace",
"23/02/2018","Kátik","Meals","Restaurant",,"Cash","CZK","-414.0",,
"23/02/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-68.0",,
"23/02/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-181.0","Fotoalbum",
"23/02/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-310.0","Fotky",
"23/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-759.0",,
"23/02/2018","Kátik","Household","Supplies",,"Cash","CZK","-58.0",,
"23/02/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-49.0",,
"23/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-123.0",,
"23/02/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-411.0",,
"23/02/2018","Kátik","Household","Healthcare",,"Cash","CZK","-145.0",,
"23/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-160.0",,
"23/02/2018","Kátik","Meals","Snack",,"Cash","CZK","-200.0",,
"23/02/2018","Kátik","Meals","Snack",,"Cash","CZK","-117.0",,
"23/02/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-104.0",,
"23/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-200.0",,
"23/02/2018","Kátik","Baby","Other",,"Cash","CZK","-258.0",,
"23/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-482.0",,
"23/02/2018","Kátik","Baby","Other",,"Cash","CZK","-398.0",,
"23/02/2018","Kátik","Car","Other",,"Cash","CZK","-278.0","Auto potřeby",
"23/02/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-129.0",,
"21/02/2018","Kátik","Meals","Snack",,"Cash","CZK","-55.0",,
"10/02/2018","Kátik","Baby","Other",,"Cash","CZK","-412.0",,
"10/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-75.0",,
"10/02/2018","Kátik","Household","Healthcare",,"Cash","CZK","-300.0","Lešticka zubů",
"10/02/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-200.0",,
"10/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-286.0",,
"10/02/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-57.0",,
"10/02/2018","Kátik","Baby","Other",,"Cash","CZK","-467.0",,
"10/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-115.0",,
"10/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-180.0",,
"01/02/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-150.0",,
"01/02/2018","Kátik","Personal","Gifts",,"Cash","CZK","-360.0",,
"01/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-340.0",,
"01/02/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-200.0",,
"01/02/2018","Kátik","Baby","Other",,"Cash","CZK","-210.0",,
"01/02/2018","Kátik","Household","Groceries",,"Cash","CZK","-2.0",,
"01/02/2018","Kátik","Baby","Other",,"Cash","CZK","-282.0",,
"01/02/2018","Kátik","Personal","Education",,"Cash","CZK","-500.0","ČSK PŘÍSPĚVEK",
"30/01/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-68.0",,
"30/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-166.0",,
"30/01/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-32.0",,
"30/01/2018","Kátik","Baby","Other",,"Cash","CZK","-119.0",,
"30/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-207.0",,
"30/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-147.0",,
"30/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-336.0",,
"30/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-766.0",,
"30/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-180.0",,
"30/01/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-68.0",,
"30/01/2018","Kátik","Investments","Investments",,"Cash","CZK","-38.0",,
"29/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-50.0",,
"28/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-280.0",,
"28/01/2018","Kátik","Baby","Other",,"Cash","CZK","-35.0",,
"28/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-336.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-200.0",,
"23/01/2018","Kátik","Baby","Other",,"Cash","CZK","-150.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-1100.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-700.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-746.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-189.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-499.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-174.0",,
"23/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-197.0",,
"23/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-142.0",,
"23/01/2018","Kátik","Baby","Other",,"Cash","CZK","-189.0",,
"23/01/2018","Kátik","Baby","Other",,"Cash","CZK","-200.0",,
"23/01/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-338.0",,
"23/01/2018","Kátik","Fashion","Boots",,"Cash","CZK","-509.0","Vložky do bot",
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-382.0",,
"23/01/2018","Kátik","Baby","Other",,"Cash","CZK","-244.0",,
"23/01/2018","Kátik","Fashion","Clothes",,"Cash","CZK","-1089.0",,
"23/01/2018","Kátik","Household","Healthcare",,"Cash","CZK","-93.0",,
"23/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-686.0",,
"18/01/2018","Kátik","Car","Fuel",,"Cash","CZK","-90.0",,
"18/01/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-24.0",,
"18/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-25.0",,
"16/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-145.0",,
"15/01/2018","Kátik","Baby","Other",,"Cash","CZK","-454.0",,
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-161.0",,
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-161.0",,
"15/01/2018","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-70.0",,
"15/01/2018","Kátik","Sport","Fees",,"Cash","CZK","-845.0","Aply",
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-846.0","Léky, mléko, indikátorove papírky",
"15/01/2018","Kátik","Baby","Other",,"Cash","CZK","-149.0",,
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-15.0",,
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-210.0",,
"15/01/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-128.0","Box",
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-22.0",,
"15/01/2018","Kátik","Household","Groceries",,"Cash","CZK","-360.0",,
"15/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-60.0",,
"15/01/2018","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-129.0","Box",
"15/01/2018","Kátik","Household","Other",,"Cash","CZK","-704.0","Výměna plášťů, duší 2x",
"15/01/2018","Kátik","Baby","Food",,"Cash","CZK","-198.0","Mléko nutrilon",
"15/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-94.0",,
"10/01/2018","Kátik","Entertainment","Culture",,"Cash","CZK","-150.0",,
"10/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-300.0",,
"10/01/2018","Kátik","Car","Fuel",,"Cash","CZK","-100.0",,
"10/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-117.0",,
"02/01/2018","Kátik","Household","Supplies",,"Cash","CZK","-215.0",,
"02/01/2018","Kátik","Baby","Other",,"Cash","CZK","-160.0",,
"02/01/2018","Kátik","Meals","Snack",,"Cash","CZK","-57.0",,
"02/01/2018","Kátik","Personal","Other",,"Cash","CZK","-53.0",,
"02/01/2018","Kátik","Entertainment","Culture",,"Cash","CZK","-147.0","Časopisy",
"31/12/2017","Kátik","Investments","Investments",,"Cash","CZK","-1000.0","Spoření",
"31/12/2017","Kátik","Investments","Investments",,"Cash","CZK","-5663.0","Spoření, zivotko atd",
"31/12/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-53.0",,
"31/12/2017","Kátik","Baby","Other",,"Cash","CZK","-325.0",,
"31/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-22.0",,
"31/12/2017","Kátik","Household","Supplies",,"Cash","CZK","-368.0",,
"30/12/2017","Kátik","Baby","Other",,"Cash","CZK","-90.0",,
"30/12/2017","Kátik","Baby","Other",,"Cash","CZK","-750.0",,
"27/12/2017","Kátik","Household","Supplies",,"Cash","CZK","-158.0",,
"27/12/2017","Kátik","Household","Healthcare",,"Cash","CZK","-29.0",,
"27/12/2017","Kátik","Baby","Other",,"Cash","CZK","-90.0",,
"26/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-25.0",,
"26/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-300.0",,
"26/12/2017","Kátik","Sport","Fees",,"Cash","CZK","-700.0","Lyže",
"26/12/2017","Kátik","Entertainment","Culture",,"Cash","CZK","-119.0",,
"21/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-100.0",,
"21/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-2760.0",,
"21/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-90.0",,
"21/12/2017","Kátik","Wellness","Wellness",,"Cash","CZK","-1050.0","Kadeřnice",
"19/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-90.0",,
"19/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-1431.0",,
"19/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-120.0",,
"19/12/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-53.0",,
"19/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-747.0",,
"18/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-47.0",,
"18/12/2017","Kátik","Personal","Gifts",,"Cash","CZK","-30.0",,
"18/12/2017","Kátik","Baby","Other",,"Cash","CZK","-118.0",,
"18/12/2017","Kátik","Baby","Other",,"Cash","CZK","-498.0",,
"18/12/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-240.0",,
"18/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-162.0",,
"18/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-129.0",,
"18/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-799.0",,
"18/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-477.0",,
"18/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-278.0",,
"18/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-486.0",,
"17/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-60.0",,
"17/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-160.0",,
"16/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-140.0",,
"16/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-52.0",,
"16/12/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-595.0",,
"14/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-69.0",,
"14/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-115.0",,
"14/12/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-428.0",,
"13/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-83.0",,
"13/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-25.0",,
"13/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-390.0",,
"13/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-120.0",,
"12/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-476.0",,
"11/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-399.0",,
"11/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-199.0",,
"11/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-47.0",,
"11/12/2017","Kátik","Household","Groceries",,"Cash","CZK","-300.0",,
"09/12/2017","Kátik","Car","Fuel",,"Cash","CZK","-1333.0",,
"08/12/2017","Kátik","Entertainment","Culture",,"Cash","CZK","-40.0",,
"08/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-15.0",,
"08/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-39.0",,
"07/12/2017","Kátik","Personal","Gifts",,"Cash","CZK","-450.0",,
"07/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-93.0",,
"07/12/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-56.0",,
"07/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-450.0",,
"07/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-119.0",,
"06/12/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-10.0",,
"06/12/2017","Kátik","Baby","Other",,"Cash","CZK","-137.0",,
"06/12/2017","Kátik","Household","Supplies",,"Cash","CZK","-129.0",,
"06/12/2017","Kátik","Household","Supplies",,"Cash","CZK","-119.0",,
"06/12/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-330.0",,
"06/12/2017","Kátik","Baby","Other",,"Cash","CZK","-48.0",,
"06/12/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-32.0",,
"06/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-324.0",,
"06/12/2017","Kátik","Baby","Other",,"Cash","CZK","-300.0",,
"06/12/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-26.0",,
"06/12/2017","Kátik","Baby","Other",,"Cash","CZK","-120.0",,
"06/12/2017","Kátik","Household","Supplies",,"Cash","CZK","-296.0",,
"05/12/2017","Kátik","Household","Supplies",,"Cash","CZK","-180.0",,
"05/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-560.0",,
"05/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-45.0",,
"05/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-50.0",,
"05/12/2017","Kátik","Baby","Other",,"Cash","CZK","-99.0",,
"05/12/2017","Kátik","Baby","Other",,"Cash","CZK","-162.0",,
"04/12/2017","Kátik","Baby","Care & Medicine",,"Cash","CZK","-151.0","Babycalm",
"04/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-150.0",,
"02/12/2017","Kátik","Meals","Snack",,"Cash","CZK","-52.0",,
"02/12/2017","Kátik","Entertainment","Culture",,"Cash","CZK","-99.0","Časopis",
"02/12/2017","Kátik","Personal","Gifts",,"Cash","CZK","-265.0",,
"02/12/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-271.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-430.0",,
"30/11/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-170.0",,
"30/11/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-343.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-200.0",,
"30/11/2017","Kátik","Baby","Other",,"Cash","CZK","-643.0",,
"30/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-39.0",,
"30/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-117.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-80.0",,
"30/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-151.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-189.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-52.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-69.0",,
"30/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-12.0",,
"30/11/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-200.0",,
"30/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-200.0",,
"30/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-180.0",,
"28/11/2017","Kátik","Entertainment","Party & Pub",,"Cash","CZK","-220.0",,
"28/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-12.0",,
"27/11/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-10.0",,
"27/11/2017","Kátik","Baby","Other",,"Cash","CZK","-361.0",,
"27/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-121.0",,
"27/11/2017","Kátik","Baby","Other",,"Cash","CZK","-450.0",,
"27/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-900.0",,
"25/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-170.0",,
"25/11/2017","Kátik","Baby","Other",,"Cash","CZK","-270.0",,
"25/11/2017","Kátik","Baby","Other",,"Cash","CZK","-319.0",,
"25/11/2017","Kátik","Baby","Other",,"Cash","CZK","-44.0",,
"24/11/2017","Kátik","Meals","Restaurant",,"Cash","CZK","-280.0",,
"23/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-13.0",,
"23/11/2017","Kátik","Personal","Gifts",,"Cash","CZK","-500.0","Teta",
"23/11/2017","Kátik","Baby","Other",,"Cash","CZK","-89.0",,
"23/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-842.0","Jídlo plus párty",
"22/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-230.0",,
"22/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-35.0",,
"22/11/2017","Kátik","Baby","Other",,"Cash","CZK","-262.0",,
"22/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-130.0",,
"21/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-47.0",,
"21/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-208.0",,
"21/11/2017","Kátik","Personal","Gifts",,"Cash","CZK","-70.0",,
"21/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-90.0",,
"20/11/2017","Kátik","Household","Supplies",,"Cash","CZK","-60.0",,
"20/11/2017","Kátik","Baby","Other",,"Cash","CZK","-290.0",,
"20/11/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-55.0",,
"19/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-109.0",,
"18/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-343.0",,
"17/11/2017","Kátik","Baby","Other",,"Cash","CZK","-299.0",,
"17/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-575.0",,
"17/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-167.0",,
"16/11/2017","Kátik","Car","Fuel",,"Cash","CZK","-77.0",,
"16/11/2017","Kátik","Household","Healthcare",,"Cash","CZK","-1000.0","Laser",
"16/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-105.0",,
"15/11/2017","Kátik","Wellness","Wellness",,"Cash","CZK","-199.0","Pobyt Poděbrady",
"15/11/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-16.0",,
"15/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-168.0",,
"13/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-8.0",,
"13/11/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-378.0",,
"11/11/2017","Kátik","Personal","Gifts",,"Cash","CZK","-150.0",,
"10/11/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-430.0",,
"10/11/2017","Kátik","Baby","Other",,"Cash","CZK","-330.0",,
"10/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-180.0",,
"10/11/2017","Kátik","Baby","Other",,"Cash","CZK","-39.0",,
"10/11/2017","Kátik","Household","Other",,"Cash","CZK","-300.0","Termoska",
"10/11/2017","Kátik","Baby","Stuff",,"Cash","CZK","-770.0","Fusak",
"07/11/2017","Kátik","Household","Supplies",,"Cash","CZK","-750.0","Gel na pleť",
"07/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-40.0",,
"07/11/2017","Kátik","Household","Supplies",,"Cash","CZK","-209.0",,
"07/11/2017","Kátik","Baby","Other",,"Cash","CZK","-348.0",,
"07/11/2017","Kátik","Entertainment","Culture",,"Cash","CZK","-1449.0","Kryštof kemp",
"07/11/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-25.0",,
"07/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-392.0",,
"06/11/2017","Kátik","Car","Fuel",,"Cash","CZK","-1339.0",,
"04/11/2017","Kátik","Entertainment","Culture",,"Cash","CZK","-760.0","Drak",
"04/11/2017","Kátik","Personal","Gifts",,"Cash","CZK","-130.0",,
"04/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-320.0",,
"02/11/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-250.0",,
"02/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-128.0",,
"02/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-65.0",,
"02/11/2017","Kátik","Household","Groceries",,"Cash","CZK","-40.0",,
"02/11/2017","Kátik","Meals","Snack",,"Cash","CZK","-44.0",,
"01/11/2017","Kátik","Sport","Fees",,"Cash","CZK","-410.0",,
"01/11/2017","Kátik","Personal","Christmas gifts",,"Cash","CZK","-399.0","Simon kufřík",
"01/11/2017","Kátik","Car","Fuel",,"Cash","CZK","-50.0",,
"31/10/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-109.0",,
"31/10/2017","Kátik","Baby","Other",,"Cash","CZK","-398.0",,
"31/10/2017","Kátik","Personal","Gifts",,"Cash","CZK","-30.0",,
"31/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-402.0",,
"31/10/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-1069.0","Foto potřeby",
"30/10/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-199.0",,
"30/10/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-70.0",,
"30/10/2017","Kátik","Baby","Other",,"Cash","CZK","-210.0",,
"30/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-100.0",,
"30/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-163.0",,
"30/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-230.0",,
"30/10/2017","Kátik","Household","Healthcare",,"Cash","CZK","-300.0",,
"29/10/2017","Kátik","Wellness","Wellness",,"Cash","CZK","-440.0","Masáž",
"29/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-364.0",,
"27/10/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-32.0",,
"27/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-330.0",,
"27/10/2017","Kátik","Household","Supplies",,"Cash","CZK","-70.0",,
"27/10/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-59.0",,
"27/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-47.0",,
"27/10/2017","Kátik","Personal","Fees",,"Cash","CZK","-41.0","Pošta",
"27/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-180.0",,
"24/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-317.0",,
"24/10/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-78.0",,
"24/10/2017","Kátik","Baby","Other",,"Cash","CZK","-299.0",,
"24/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-315.0",,
"21/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-338.0",,
"20/10/2017","Kátik","Meals","Sweet & Salty",,"Cash","CZK","-18.0",,
"20/10/2017","Kátik","Investments","Investments",,"Cash","CZK","-5001.0","Trvalé platby",
"20/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-294.0",,
"20/10/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-1009.0",,
"20/10/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-464.0","Myš",
"20/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-235.0",,
"18/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-45.0",,
"18/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-218.0",,
"18/10/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-1113.0","Spořiče",
"13/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-537.0",,
"13/10/2017","Kátik","Household","Supplies",,"Cash","CZK","-40.0",,
"13/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-342.0",,
"13/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-37.0",,
"13/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-47.0",,
"13/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-226.0",,
"13/10/2017","Kátik","Personal","Gifts",,"Cash","CZK","-100.0","Rudy nákrčník",
"13/10/2017","Kátik","Baby","Other",,"Cash","CZK","-399.0",,
"13/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-29.0",,
"13/10/2017","Kátik","Car","Fuel",,"Cash","CZK","-75.0",,
"13/10/2017","Kátik","Household","Supplies",,"Cash","CZK","-158.0",,
"12/10/2017","Kátik","Car","Repairs & Maintenance",,"Cash","CZK","-8200.0","Pneumatiky",
"11/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-271.0",,
"11/10/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-14.0",,
"11/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-115.0",,
"11/10/2017","Kátik","Household","Supplies",,"Cash","CZK","-895.0",,
"11/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-241.0",,
"11/10/2017","Kátik","Baby","Other",,"Cash","CZK","-600.0",,
"11/10/2017","Kátik","Baby","Other",,"Cash","CZK","-89.0",,
"08/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-148.0",,
"08/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-173.0",,
"07/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-395.0",,
"07/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-435.0",,
"07/10/2017","Kátik","Car","Fuel",,"Cash","CZK","-550.0",,
"05/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-93.0",,
"05/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-113.0",,
"05/10/2017","Kátik","Baby","Other",,"Cash","CZK","-84.0",,
"05/10/2017","Kátik","Household","Supplies",,"Cash","CZK","-328.0",,
"05/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-223.0",,
"05/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-475.0",,
"05/10/2017","Kátik","Household","Furniture & Equipments",,"Cash","CZK","-156.0",,
"05/10/2017","Kátik","Baby","Other",,"Cash","CZK","-47.0",,
"05/10/2017","Kátik","Fashion","Clothes",,"Cash","CZK","-2275.0",,
"05/10/2017","Kátik","Personal","Gifts",,"Cash","CZK","-300.0",,
"04/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-59.0",,
"04/10/2017","Kátik","Baby","Other",,"Cash","CZK","-104.0",,
"04/10/2017","Kátik","Car","Fuel",,"Cash","CZK","-50.0",,
"04/10/2017","Kátik","Meals","Snack",,"Cash","CZK","-200.0",,
"04/10/2017","Kátik","Household","Groceries",,"Cash","CZK","-143.0",,
